product_id,product_name,description,product_sku,brand_name,image,old_categories,reason_x,s1,s2,s3,reason_y
001d9a22-19d0-4bcf-bcc7-642a7b994ee8,اسياد الارض,كتاب ورقي,1663,كتب سقف,https://undefined,,No Mapping,STATIONERY > LIFESTYLE > GIFTS,STATIONERY > LIFESTYLE > DAILY CARDS,STATIONERY > LIFESTYLE > GAMES,Book/Publication.
001ec60f-4478-4115-b8c9-9194981762c7,السرديه الحرجه,كتاب ورقي,228,كتب سقف,https://undefined,,No Mapping,STATIONERY > LIFESTYLE > GIFTS,STATIONERY > LIFESTYLE > DAILY CARDS,STATIONERY > LIFESTYLE > GAMES,Book/Publication.
0026a3dc-76b5-4314-a5db-f5ce5ce435e8,تشيرت هاواي اركب الأمواج,● تشيرت كوزي تم تصميمة وتصنيعه بعناية وبتفاصيل دقيقة بقماش قطني من أجود أنواع القطن ● يتميز بقدر عالي من النعومة والمرونة مما يجعله مريحاً ويمنح الجسم برودة طبيعية خلال فصل الصيف كما يحافظ على دفء الجسم في فصل الشتاء.; ● يعمل على إمداد الجسم بالقدر الكافي من البرودة و امتصاص أكبر قدر ممكن من العرق.; ● يأتي تشيرت كوزي بعدة مقاسات موحدة تناسب جميع الجنسين وبألوان متعددة وقادر على تحمل الاستخدام اليومي ● إذا كنت تبحث عن تي شيرت مريح وعصري ومناسب لجميع المناسبات، فنحن صنعنا الخيار الأمثل لك.,UX220-L-GRY,Kozi,https://cdn.dsmcdn.com/ty1685/prod/QC/20250526/17/650cf388-73c5-30d2-bbd1-d10b60c6c89e/1_org_zoom.jpg,,No Mapping,FASHION > MEN > CLOTHING > STREETWEAR > T-shirts,FASHION > WOMEN > CLOTHING > RTW > T-shirt,FASHION > MEN > CLOTHING > BEACHWEAR,Casual printed t-shirt.
002a874a-3997-4bd6-a6a1-0607e52d8bc2,شرشف صلاة,Description for شرشف صلاة,SKU928399,ايمان لاين,https://raff-media-production.s3.me-south-1.amazonaws.com/products/b9217579-6c2d-4ffd-aca9-c42d5cd0d225,Dress,Only Old Categories,FASHION > WOMEN > CLOTHING > RTW > Long dress,FASHION > WOMEN > CLOTHING > RTW > Maxi dress,FASHION > WOMEN > CLOTHING > NIGHTWEAR,Prayer garment (Abaya/dress).
002ac59c-b466-4694-9c8c-ae30c90c678d,Subha سبحة,"A Subha -Card Holder- A necklace -with a unique piece of art crochet
",,crochetit,https://fcadd929ce4bd6713e2135b6a4a68163.cdn.bubble.io/f1761468362335x443940916792657800/WhatsApp%20Image%202025-10-23%20at%2009.12.23_9a24b16b.jpg,Handmade crafts,Only Old Categories,FASHION > WOMEN > ACCESSORIES > JEWELERY,FASHION > MEN > ACCESSORIES > JEWELRY,STATIONERY > LIFESTYLE > GIFTS,Subha/Accessories.
002d467a-3a84-432d-b8f2-d64109613390,ورددت الجبال الصدى,كتاب ورقي,1046,كتب سقف,https://undefined,,No Mapping,STATIONERY > LIFESTYLE > GIFTS,STATIONERY > LIFESTYLE > DAILY CARDS,STATIONERY > LIFESTYLE > GAMES,Book/Publication.
002df968-9af1-4a93-b267-621f918c40aa,Smart Running Shoes 5556,"A high-quality running shoes. Smart design, built for performance and everyday use.",SKU-S51M15PB,Bottle Brand Testing,https://example.com/images/product-5556.jpg,"Music, Toys & Games",Only Old Categories,FASHION > WOMEN > FOOTWEAR > FOOTWEAR,FASHION > MEN > FOOTWEAR > FOOTWEAR,FASHION > KIDS > FOOTWEAR > FOOTWEAR,Running shoes.
0032205e-6dbb-4555-9ec9-7c2d84202c37,Deluxe Canvas Sneakers 6575,"A high-quality canvas sneakers. Deluxe design, built for performance and everyday use.",SKU-WDP9DFTL,Bottle Brand Testing,https://example.com/images/product-6575.jpg,"Health, Kitchen",Only Old Categories,FASHION > WOMEN > FOOTWEAR > FOOTWEAR,FASHION > MEN > FOOTWEAR > FOOTWEAR,FASHION > KIDS > FOOTWEAR > FOOTWEAR,Sneakers.
0034acc7-1820-43ee-bfb8-2df1420cf2f0,Ultra Puzzle Set 7022,"A high-quality puzzle set. Ultra design, built for performance and everyday use.",SKU-W887QEQJ,Bottle Brand Testing,https://example.com/images/product-7022.jpg,"Automotive, Beauty & Personal Care",Only Old Categories,STATIONERY > LIFESTYLE > GAMES,STATIONERY > LIFESTYLE > GIFTS,STATIONERY > SCHOOL SUPPLIES > STUDY & PLANNING,Puzzle set.
003ab6f1-fd5d-4a44-9062-fea70616963b,تراب كهرمان بلو مون,سبــحة من تراب الكهرمان البلو مون صُـنـعت بكل دقة من خام البكلايت، لتكون رفيقـة كل منـاسبـاتك بوزنهـا الخفيف وشكلـها الأنيـقولتتنـاسب مع ذائقـتك المتفردة.تتميـز بخـيط متين وبقفلة من الفضة الخالصة عيار ١٠٠٠، وعدد خرزها يتألف من (٣٣ - ٤٥) خرزة بدقة عالية‌سبـحة تعكس فخـامة شخصيتك، واهتمـامك بأناقة تفاصيلك!‌مواصفات السبحة:النوع: بكلايت أزرقعدد الخرز: حسب إختيارك (٣٣-٤٥)مقاس الخرز: 10 ملمالمرفقات: علبة فاخرة‌,undefined,علم المسابيح,"https://cdn.salla.sa/QQBWw/l3xWTxFNiOy7BfpNdQP38rznA9zb8sEiMQ5nTU3O.jpg,https://cdn.salla.sa/QQBWw/4v1guOI8tBN2ebDCA9WGAT1P6EjhhIYVlzySzQ6R.jpg,https://cdn.salla.sa/QQBWw/YX0gjVzh37vlbuHiW3fgBu2HEfhQBWDUXXe8PMoG.jpg",,No Mapping,FASHION > WOMEN > ACCESSORIES > JEWELERY,FASHION > MEN > ACCESSORIES > JEWELRY,STATIONERY > LIFESTYLE > GIFTS,Subha (beads).
003c67c4-d248-4c9b-ae81-6cf51e4d9984,تشيرت تمارين الصباح,● تشيرت كوزي تم تصميمة وتصنيعه بعناية وبتفاصيل دقيقة بقماش قطني من أجود أنواع القطن ● يتميز بقدر عالي من النعومة والمرونة مما يجعله مريحاً ويمنح الجسم برودة طبيعية خلال فصل الصيف كما يحافظ على دفء الجسم في فصل الشتاء.; ● يعمل على إمداد الجسم بالقدر الكافي من البرودة و امتصاص أكبر قدر ممكن من العرق.; ● يأتي تشيرت كوزي بعدة مقاسات موحدة تناسب جميع الجنسين وبألوان متعددة وقادر على تحمل الاستخدام اليومي ● إذا كنت تبحث عن تي شيرت مريح وعصري ومناسب لجميع المناسبات، فنحن صنعنا الخيار الأمثل لك.,UX159-M-BLU,Kozi,https://cdn.dsmcdn.com/ty1683/prod/QC/20250526/17/707b2bee-6118-36e5-a02d-6ac987a46e7f/1_org_zoom.jpg,,No Mapping,FASHION > MEN > CLOTHING > STREETWEAR > T-shirts,FASHION > WOMEN > CLOTHING > RTW > T-shirt,FASHION > MEN > CLOTHING > LOUNGEWEAR,T-shirt.
003c81ef-db54-4be3-ab80-71f03c901cf0,عباية كريب وتدخيلة مخمل,عباية كريب وكسرات من الامام وتدخيلة مخمل بنفسجي,,DetailsZ,https://fcadd929ce4bd6713e2135b6a4a68163.cdn.bubble.io/f1762796861514x669809374478203400/Photo%2027-10-2025%2C%205%2010%2046%20PM.JPG,,No Mapping,FASHION > WOMEN > CLOTHING > OUTWEAR > Abaya,FASHION > WOMEN > CLOTHING > RTW > Long dress,FASHION > WOMEN > CLOTHING > EVENING WEAR > Maxi dress,Abaya.
003cfa30-1b43-4e1b-b065-e6b4730577a9,سلسال عين ونجمة,,SKU485895,The Pleiades,https://raff-media-production.s3.me-south-1.amazonaws.com/products/51bef67a-a213-4911-8b3d-a67ee1389b2f,Accessories / Jewelry,Only Old Categories,FASHION > WOMEN > ACCESSORIES > JEWELERY,FASHION > MEN > ACCESSORIES > JEWELRY,STATIONERY > LIFESTYLE > GIFTS,Jewelry/accessory.
003d2372-c8ee-42e6-8d7a-2aae59709aa9,Deluxe Travel Mug 6170,"A high-quality travel mug. Deluxe design, built for performance and everyday use.",SKU-SPD8KD4G,Bottle Brand Testing,https://example.com/images/product-6170.jpg,"Toys & Games, Kitchen",Only Old Categories,HOME > KITCHENWARE > DRINKWARE,FASHION > MEN > ACCESSORIES > MUGS & BOTTLES,STATIONERY > OFFICE SUPPLIES > DESK ACCESSORIES,Travel mug.
003eb85a-68c7-4cb8-978e-3c884ac74d4b,ملصقات أجندة,اكثر من 300 ملصق,SKU608744,ميلي,https://raff-media-singapore.s3.ap-southeast-1.amazonaws.com/products/a44ee51d-4802-46a2-9d89-c1563f35c504,stationary,Only Old Categories,STATIONERY > LIFESTYLE > GIFTS,STATIONERY > SCHOOL SUPPLIES > ACCESSORIES,STATIONERY > OFFICE SUPPLIES > NOTEBOOKS,Stickers.
0042ba22-d233-4c0a-a694-5e8056413723,بطاقات اهداء صغيرة ( مجموعة من 4 بالونات ),<p></p>,undefined,قرطاسية روان,"https://cdn.salla.sa/Owemz/555dd4f0-94ae-4155-8a11-43030263a00b-1000x1000-Id4tCoDcNBjodsxx8V8BzX8OYtNyxfl3rBj6zdkR.png,https://cdn.salla.sa/Owemz/cca96cfe-a5c3-4a8c-b535-4e94ed40db89-1000x1000-IC8lZUko7YEghzWcuaHhdOvdfcR3rsF9FFJuDCpA.png,https://cdn.salla.sa/Owemz/ca7ef9e1-dbbf-46ad-8b45-41b7db2dc8d7-1000x1000-ErnmNXTwhOjVsRcCKXyUvIFuaU6g6LamUPq061A2.png",,No Mapping,STATIONERY > GIFTBAR > GIFT CARDS,STATIONERY > LIFESTYLE > GIFTS,STATIONERY > GIFTBAR > BOXES,Gift cards/labels.
00482e80-7309-4b87-9b4d-1c274e592bb8,Eco Desk Lamp 5898,"A high-quality desk lamp. Eco design, built for performance and everyday use.",SKU-UJM16TEO,Bottle Brand Testing,https://example.com/images/product-5898.jpg,"Food & Beverages, Automotive",Only Old Categories,HOME > SOFT FURNISHING > LIGHTINGS,STATIONERY > OFFICE SUPPLIES > DESK ACCESSORIES,HOME > DÉCOR > CHAIRS,Desk lamp.
00488ddb-b972-47b1-86b4-78f4f68c6e2b,لوحة soulmate,"لوحة الوان اكريلك على قاعدة اسمنتيه
مقاس العمل 100*100",,artby_taif,https://fcadd929ce4bd6713e2135b6a4a68163.cdn.bubble.io/f1754308788246x915435912265893200/D29CE7B0-49CD-4BD2-AA6A-9E5A36A2BDE5.jpeg,,No Mapping,HOME > DÉCOR > SOFAS,HOME > SOFT FURNISHING > FRAMES & DISPLAY,STATIONERY > ART > ART ACCESSORIES,Wall art/Painting.
004da8f4-99c2-4e50-a5ec-f43be9273a98,انت قوه مذهله,كتاب ورقي,311,كتب سقف,https://undefined,,No Mapping,STATIONERY > LIFESTYLE > GIFTS,STATIONERY > LIFESTYLE > DAILY CARDS,STATIONERY > LIFESTYLE > GAMES,Book.
004dd194-2a10-43be-9d8a-f1b9a3373677,كيف نقرر انظمة عمل المخ,كتاب ورقي,1066,كتب سقف,https://undefined,,No Mapping,STATIONERY > LIFESTYLE > GIFTS,STATIONERY > LIFESTYLE > DAILY CARDS,STATIONERY > LIFESTYLE > GAMES,Book.
004e9d6e-e4b8-41f2-8ac1-a15d57c57f20,حلاوة العيد,,SS0007,!STUFF,https://raff-media-production.s3.me-south-1.amazonaws.com/products/a9a3ca00-ab55-446c-b4eb-8aa6774a23c1,cards,Only Old Categories,HOME > KITCHENWARE > SNACK BOXES,HOME > KITCHENWARE > SERVING ITEMS,STATIONERY > LIFESTYLE > GIFTS,Food/Serving item.
0050119f-3938-4c42-8d1d-e9aa49e9d67a,Premium Coffee Maker 7427,"A high-quality coffee maker. Premium design, built for performance and everyday use.",SKU-0Y15CBL2,Bottle Brand Testing,https://example.com/images/product-7427.jpg,"Electronics, Pet Supplies",Only Old Categories,HOME > KITCHENWARE > KITCHEN ACCESSORIES,HOME > KITCHENWARE > COOKING TOOLS,HOME > KITCHENWARE > SERVING ITEMS,Kitchen appliance.
00539bed-5fb3-4e12-ace9-0f15afd15fdb,Elite Running Shoes 5472,"A high-quality running shoes. Elite design, built for performance and everyday use.",SKU-2Z4QKJMA,Bottle Brand Testing,https://example.com/images/product-5472.jpg,"Kitchen, Pet Supplies",Only Old Categories,FASHION > WOMEN > FOOTWEAR > FOOTWEAR,FASHION > MEN > FOOTWEAR > FOOTWEAR,FASHION > KIDS > FOOTWEAR > FOOTWEAR,Running shoes.
0055111b-06a1-4c41-ae2f-5c9fe9ffb7a7,لوحة مجسمة سيارة الفورمولا 1 – فريق استون مارتن,"🏎️ لوحة مجسمة سيارة الفورمولا 1 – فريق استون مارتن
أضف لمسة من الحماس والإثارة إلى مساحتك مع هذه اللوحة المميزة ذات الإطار الأسود العصري، التي تحتوي على مجسم سيارة الفورمولا 1 الخاصة بفريق استون مارتن بتفاصيل دقيقة وألوان فاخرة.
هذه القطعة ليست مجرد لوحة، بل هي عمل فني يوثق واحدة من أسرع وأشهر سباقات العالم – حلبة كورنيش جدة، مع مخطط الحلبة ومعلوماتها المميزة. التصميم يجمع بين الأناقة الرياضية والفخامة العصرية، مما يجعلها مثالية لعشاق السباقات والسيارات الفاخرة.
✨ المميزات:
إطار أسود أنيق عالي الجودة.
مجسم ثلاثي الأبعاد لسيارة فورمولا 1 (فيراري).
تصميم يحتوي على مخطط حلبة جدة ومعلوماتها الرسمية.
قطعة مثالية للعرض في المكتب، غرفة المعيشة، أو صالة الألعاب.
هدية فاخرة لهواة الفورمولا 1 والسيارات الرياضية.
📐 الأبعاد: (الطول 27 سم - العرض 27 سم - العمق 6 سم).
💡 هذه اللوحة ليست مجرد ديكور، بل هي قطعة استثنائية تجسد شغف السرعة وروح المنافسة.",,Hatimstores,https://fcadd929ce4bd6713e2135b6a4a68163.cdn.bubble.io/f1755949407220x165256898261196160/banner_with_dark_skin_helmet_real_card.pdf%20%28866%20x%20866%20%D8%A8%D9%8A%D9%83%D8%B3%D9%84%29.png,,No Mapping,HOME > DÉCOR > SOFAS,HOME > SOFT FURNISHING > FRAMES & DISPLAY,STATIONERY > LIFESTYLE > GIFTS,Decorative wall art/frame.
0057248d-33e7-4aa4-b221-c5e9ede4872c,Premium Laptop Stand 6584,"A high-quality laptop stand. Premium design, built for performance and everyday use.",SKU-P5DFPEEH,Bottle Brand Testing,https://example.com/images/product-6584.jpg,"Toys & Games, Home & Garden",Only Old Categories,STATIONERY > OFFICE SUPPLIES > LAPTOP ESSENTIALS,STATIONERY > OFFICE SUPPLIES > DESK ACCESSORIES,HOME > KITCHENWARE > KITCHEN ACCESSORIES,Laptop stand.
005c540f-be35-4801-8fc8-03ee8e94aa97,زرافه,ل,2134,move-ish,https://fcadd929ce4bd6713e2135b6a4a68163.cdn.bubble.io/f1762604351030x705122705987646200/Untitled%20design%20%2842%29.png,Clothing & Textiles,Only Old Categories,STATIONERY > LIFESTYLE > GIFTS,STATIONERY > LIFESTYLE > GAMES,FASHION > KIDS > GIFT & ACCESSORIES > BATH TOOLS,Decorative/gift item.
005d06c1-67c1-4049-b974-c182828f1b0d,تيشرت ثق بأحلامك,● تشيرت كوزي تم تصميمة وتصنيعه بعناية وبتفاصيل دقيقة بقماش قطني من أجود أنواع القطن ● يتميز بقدر عالي من النعومة والمرونة مما يجعله مريحاً ويمنح الجسم برودة طبيعية خلال فصل الصيف كما يحافظ على دفء الجسم في فصل الشتاء.; ● يعمل على إمداد الجسم بالقدر الكافي من البرودة و امتصاص أكبر قدر ممكن من العرق.; ● يأتي تشيرت كوزي بعدة مقاسات موحدة تناسب جميع الجنسين وبألوان متعددة وقادر على تحمل الاستخدام اليومي ● إذا كنت تبحث عن تي شيرت مريح وعصري ومناسب لجميع المناسبات، فنحن صنعنا الخيار الأمثل لك.,UX182-M-BLK,Kozi,https://cdn.dsmcdn.com/ty1685/prod/QC/20250526/17/08edb4b7-07ba-370c-8b68-ba948ee0716b/1_org_zoom.jpg,,No Mapping,FASHION > MEN > CLOTHING > STREETWEAR > T-shirts,FASHION > WOMEN > CLOTHING > RTW > T-shirt,FASHION > MEN > CLOTHING > LOUNGEWEAR,T-shirt.
005f7aea-c2ea-42f7-a770-91cb269d96c1,تيشرت مرأة بالقبعة,● تشيرت كوزي تم تصميمة وتصنيعه بعناية وبتفاصيل دقيقة بقماش قطني من أجود أنواع القطن ● يتميز بقدر عالي من النعومة والمرونة مما يجعله مريحاً ويمنح الجسم برودة طبيعية خلال فصل الصيف كما يحافظ على دفء الجسم في فصل الشتاء.; ● يعمل على إمداد الجسم بالقدر الكافي من البرودة و امتصاص أكبر قدر ممكن من العرق.; ● يأتي تشيرت كوزي بعدة مقاسات موحدة تناسب جميع الجنسين وبألوان متعددة وقادر على تحمل الاستخدام اليومي ● إذا كنت تبحث عن تي شيرت مريح وعصري ومناسب لجميع المناسبات، فنحن صنعنا الخيار الأمثل لك.,UX181-S-MAU,Kozi,https://cdn.dsmcdn.com/ty1683/prod/QC/20250526/21/9684c53c-a0c2-379a-8f66-00d2161bc60b/1_org_zoom.jpg,,No Mapping,FASHION > MEN > CLOTHING > STREETWEAR > T-shirts,FASHION > WOMEN > CLOTHING > RTW > T-shirt,FASHION > MEN > CLOTHING > LOUNGEWEAR,T-shirt.
005fffab-dd9d-482e-bbd4-7c434a795593,Eco Throw Pillow 4657,"A high-quality throw pillow. Eco design, built for performance and everyday use.",SKU-UAI55F95,Bottle Brand Testing,https://example.com/images/product-4657.jpg,"Food & Beverages, Automotive",Only Old Categories,HOME > SOFT FURNISHING > PILLOWS,HOME > SOFT FURNISHING > ACCESSORIES,HOME > SOFT FURNISHING > BLANKETS,Throw pillow.
0063683d-f9a5-4536-9a6f-76404e755742,فاصل - اللهم اجعل القرآن ربيع قلوبنا,"<p class=""ql-align-right ql-direction-rtl"">فاصل&nbsp;مطبوع&nbsp;على&nbsp;الجهتين&nbsp;بسماكة&nbsp;600&nbsp;جم&nbsp;</p><p class=""ql-align-right ql-direction-rtl"">الحجم&nbsp;14*4.5&nbsp;سم&nbsp;</p><p><br></p>",undefined,قرطاسية روان,"https://cdn.salla.sa/vZYTzv1xVIOuproduVQbYdACH6vu5r0UdORQLJTE.png,https://cdn.salla.sa/JD8fGtR02KphtnUhwHAX1OXo19GHEsYJlRZjC7kD.jpeg",,No Mapping,STATIONERY > OFFICE SUPPLIES > NOTEBOOKS,STATIONERY > LIFESTYLE > GIFTS,STATIONERY > OFFICE SUPPLIES > DESK ACCESSORIES,Book separator/bookmark.
0067e00a-2a7a-45f4-a22d-53e355a3eb1d,S-N4E CARGO SHORT - BLACK,"N4E CARGO SHORT - BLACK 
",4AG-2023171,4AG,https://fcadd929ce4bd6713e2135b6a4a68163.cdn.bubble.io/f1757791519751x594634565418383400/N4E_CARGO_SHORTS_B_FRONT.webp,,No Mapping,FASHION > MEN > CLOTHING > STREETWEAR > Shorts,FASHION > MEN > CLOTHING > BEACHWEAR,FASHION > MEN > CLOTHING > STREETWEAR > Pants,Cargo shorts are categorized under streetwear shorts.
006ec6db-dc79-472e-894b-68a4adfd235b,Necklace,hidden shape steel cancer yellow,A10133,Samarina,https://fcadd929ce4bd6713e2135b6a4a68163.cdn.bubble.io/f1758179309161x354761431356320600/PHOTO-2021-11-20-14-32-31%5B1%5D.jpg,,No Mapping,FASHION > WOMEN > ACCESSORIES > JEWELERY,FASHION > MEN > ACCESSORIES > JEWELRY,FASHION > MEN > ACCESSORIES > BAGS,Necklace is a piece of jewelry.
006ff19b-77ab-48f6-9d0c-af3d00d1de24,تقويم حائطي ١٤٤٧هـ، حُدود,"

تقويم حائطي أنيق للسنة الهجرية ١٤٤٧هـ كاملة، مع وجود التواريخ الميلادية لتري أشهر السنة كاملة في مكان واحد بكل وضوح وسهولة.

    في الجهة الخلفية ملصق فني مميز يُمكن استخدامه كزينة تضيف لمسة جمالية إلى مساحتك.
    مثالي للتعليق على الجدار، المكتب، أو الثلاجة.
    الحجم: 54 × 29.7 سم.
    طريقة الشحن: يصلك مطويًا لسهولة النقل والحفاظ على الشكل.
",CA47W01,سين,https://seendesign.net/wp-content/uploads/2025/06/Together666.jpg,,No Mapping,STATIONERY > LIFESTYLE > GIFTS,STATIONERY > OFFICE SUPPLIES > DESK ACCESSORIES,STATIONERY > LIFESTYLE > DAILY CARDS,Wall calendar falls under stationery desk accessories and gifts.
0072d838-2d0f-4cf9-9583-1b46ae354d4b,Smart Toothbrush 2274,"A high-quality toothbrush. Smart design, built for performance and everyday use.",SKU-RW9TB1DV,Bottle Brand Testing,https://example.com/images/product-2274.jpg,"Beauty & Personal Care, Pet Supplies",Only Old Categories,FASHION > WOMEN > SKIN CARE & BEAUTY > HAIR CARE > Bath Tools,FASHION > KIDS > GIFT & ACCESSORIES > BATH TOOLS,HOME > KITCHENWARE > KITCHEN ACCESSORIES,Toothbrush is a personal care bath tool.
0073b1ff-9667-4323-8d1b-7f8d8fc4a3cf,Essential Pen Set 3116,"A high-quality pen set. Essential design, built for performance and everyday use.",SKU-QG6LWWJ3,Bottle Brand Testing,https://example.com/images/product-3116.jpg,"Food & Beverages, Pet Supplies",Only Old Categories,STATIONERY > OFFICE SUPPLIES > DESK ACCESSORIES,STATIONERY > LIFESTYLE > GIFTS,STATIONERY > OFFICE SUPPLIES > NOTEBOOKS,Pen set is a desk accessory.
0074b08d-1758-4054-810d-939a36ae930a,Advanced Mouse Pad 1431,"A high-quality mouse pad. Advanced design, built for performance and everyday use.",SKU-Y7Z1BQQ9,Bottle Brand Testing,https://example.com/images/product-1431.jpg,"Music, Kitchen",Only Old Categories,STATIONERY > OFFICE SUPPLIES > DESK ACCESSORIES,STATIONERY > OFFICE SUPPLIES > LAPTOP ESSENTIALS,STATIONERY > LIFESTYLE > GIFTS,Mouse pad is an office desk accessory.
0075631a-179c-461f-91fa-309b14555c12,Premium Pen Set 9346,"A high-quality pen set. Premium design, built for performance and everyday use.",SKU-VJKVTYPB,Bottle Brand Testing,https://example.com/images/product-9346.jpg,"Kitchen, Pet Supplies",Only Old Categories,STATIONERY > OFFICE SUPPLIES > DESK ACCESSORIES,STATIONERY > LIFESTYLE > GIFTS,STATIONERY > OFFICE SUPPLIES > NOTEBOOKS,Pen set is a desk accessory.
